Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
chinese,66,Making Appointments,11,khmer,ការពិគ្រោះយោបល់ | លេខអ្នកជំនាញ,ការពិគ្រោះយោបល់ លេខអ្នកជំនាញ,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,16,khmer,| ជួបគ្នានៅសប្តាហ៍ក្រោយ|| រង់ចាំនៅសប្តាហ៍ក្រោយ,ជួបគ្នានៅសប្តាហ៍ក្រោយ រង់ចាំនៅសប្តាហ៍ក្រោយ,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,18,khmer,| អាចកំណត់ពេលវេលាឡើងវិញ,អាចកំណត់ពេលវេលាឡើងវិញ,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,19,khmer,| បញ្ជាក់,បញ្ជាក់,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,36,khmer,| ធ្វើការណាត់ជួបជាមួយអ្នកជំនាញ,ធ្វើការណាត់ជួបជាមួយអ្នកជំនាញ,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,37,khmer,| ធ្វើការណាត់ជួបជាមួយលេខធម្មតា,ធ្វើការណាត់ជួបជាមួយលេខធម្មតា,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,38,khmer,| ធ្វើការណាត់ជួបជាមួយលេខធម្មតា,ធ្វើការណាត់ជួបជាមួយលេខធម្មតា,Remove pipe symbols from khmer translation
chinese,66,Making Appointments,39,khmer,| ចូលទៅកាន់លេខណាត់ជួប,ចូលទៅកាន់លេខណាត់ជួប,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,3,khmer,ឆ័ត្រ || ឡេការពារកម្តៅថ្ងៃ,ឆ័ត្រ ឡេការពារកម្តៅថ្ងៃ,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,5,khmer,ត្រជាក់ជាងនេះ| កក់ក្តៅ,ត្រជាក់ជាងនេះ កក់ក្តៅ,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,6,khmer,Plunge || ភាពកក់ក្តៅ,Plunge ភាពកក់ក្តៅ,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,26,khmer,| អាកាសធាតុកាន់តែកក់ក្តៅ,អាកាសធាតុកាន់តែកក់ក្តៅ,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,28,khmer,| ការធ្លាក់ចុះសីតុណ្ហភាព,ការធ្លាក់ចុះសីតុណ្ហភាព,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,41,khmer,| មានធូលី,មានធូលី,Remove pipe symbols from khmer translation
chinese,67,Weather Conversations,42,khmer,| មានអ័ព្ទ,មានអ័ព្ទ,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,4,khmer,តើអ្នកនៅទីនោះទេ ?|| មិនមែន,តើអ្នកនៅទីនោះទេ ? មិនមែន,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,6,khmer,| ការគាំទ្រ || សញ្ញា,ការគាំទ្រ សញ្ញា,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,9,khmer,ឆ្លើយទូរស័ព្ទ || ទូរស័ព្ទ,ឆ្លើយទូរស័ព្ទ ទូរស័ព្ទ,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,10,khmer,សារ || សំលេង,សារ សំលេង,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,12,khmer,| ចុច,ចុច,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,18,khmer,តើអ្នកនៅទីនោះទេ ?|| តើអ្នកនៅទីនោះទេ ?|| មិននៅផ្ទះ,តើអ្នកនៅទីនោះទេ ? តើអ្នកនៅទីនោះទេ ? មិននៅផ្ទះ,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,19,khmer,| គ្មាននរណាម្នាក់នៅទីនេះទេ,គ្មាននរណាម្នាក់នៅទីនេះទេ,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,24,khmer,| សញ្ញាមិនល្អ,សញ្ញាមិនល្អ,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,30,khmer,ឆ្លើយទូរស័ព្ទ || ចម្លើយរហ័ស,ឆ្លើយទូរស័ព្ទ ចម្លើយរហ័ស,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,38,khmer,| ទូរស័ព្ទរវល់,ទូរស័ព្ទរវល់,Remove pipe symbols from khmer translation
chinese,68,Phone Conversations,39,khmer,| ធ្វើការហៅមួយ,ធ្វើការហៅមួយ,Remove pipe symbols from khmer translation
chinese,71,Agreeing & Disagreeing,14,khmer,| ការយល់ព្រម,ការយល់ព្រម,Remove pipe symbols from khmer translation
chinese,71,Agreeing & Disagreeing,26,khmer,| ខ្ញុំមិនយល់ស្រប,ខ្ញុំមិនយល់ស្រប,Remove pipe symbols from khmer translation
chinese,74,Frequency Expressions,11,khmer,| មិនដែល,មិនដែល,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,5,khmer,| ដូចគ្នា,ដូចគ្នា,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,10,khmer,| ភាពខុសគ្នា,ភាពខុសគ្នា,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,12,khmer,| ប្រសើរជាង,ប្រសើរជាង,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,13,khmer,| បើប្រៀបធៀបទៅនឹង,បើប្រៀបធៀបទៅនឹង,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,18,khmer,| ល្អជាង,ល្អជាង,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,36,khmer,| ប្រសើរជាងគាត់,ប្រសើរជាងគាត់,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,37,khmer,| ប្រសើរជាង,ប្រសើរជាង,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,38,khmer,| ប្រសើរជាងគាត់,ប្រសើរជាងគាត់,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,39,khmer,| ប្រសើរជាង,ប្រសើរជាង,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,40,khmer,| បើប្រៀបធៀបនឹងអ្នក,បើប្រៀបធៀបនឹងអ្នក,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,42,khmer,ការប្រៀបធៀប || បើប្រៀបធៀបជាមួយ,ការប្រៀបធៀប បើប្រៀបធៀបជាមួយ,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,47,khmer,| ល្អជាងនេះបន្តិច,ល្អជាងនេះបន្តិច,Remove pipe symbols from khmer translation
chinese,77,Making Comparisons,48,khmer,| ល្អជាងបន្តិច,ល្អជាងបន្តិច,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,6,khmer,| ចំណូលចិត្ត,ចំណូលចិត្ត,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,7,khmer,| មិនចូលចិត្ត,មិនចូលចិត្ត,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,11,khmer,| យល់ព្រម,យល់ព្រម,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,24,khmer,| ខ្ញុំចូលចិត្ត,ខ្ញុំចូលចិត្ត,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,30,khmer,| ខ្ញុំមិនចូលចិត្ត,ខ្ញុំមិនចូលចិត្ត,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,34,khmer,| ជាមធ្យម,ជាមធ្យម,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,35,khmer,| ជាមធ្យមណាស់,ជាមធ្យមណាស់,Remove pipe symbols from khmer translation
chinese,78,Expressing Preferences,42,khmer,| សុខចិត្តមិនអីទេ,សុខចិត្តមិនអីទេ,Remove pipe symbols from khmer translation
chinese,79,Giving Reasons,26,khmer,| មូលហេតុគឺ,មូលហេតុគឺ,Remove pipe symbols from khmer translation
chinese,79,Giving Reasons,30,khmer,| ពន្យល់,ពន្យល់,Remove pipe symbols from khmer translation
chinese,83,Time Expressions Advanced,5,khmer,ការ|,ការ,Remove pipe symbols from khmer translation
chinese,83,Time Expressions Advanced,22,khmer,| មកដល់ទាន់ពេល,មកដល់ទាន់ពេល,Remove pipe symbols from khmer translation
chinese,83,Time Expressions Advanced,43,khmer,| គ្រាន់តែភ្លាមៗ,គ្រាន់តែភ្លាមៗ,Remove pipe symbols from khmer translation
chinese,83,Time Expressions Advanced,44,khmer,| រយៈពេលវែង,រយៈពេលវែង,Remove pipe symbols from khmer translation
chinese,84,Frequency & Duration,41,khmer,| ការលើកទឹកចិត្ត,ការលើកទឹកចិត្ត,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,11,khmer,| ផលវិបាក,ផលវិបាក,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,22,khmer,មូលហេតុនៃការ || មានបុព្វហេតុនិងផលប៉ះពាល់,មូលហេតុនៃការ មានបុព្វហេតុនិងផលប៉ះពាល់,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,23,khmer,បណ្តាលមកពីការ|| នឹងបណ្តាលឱ្យ,បណ្តាលមកពីការ នឹងបណ្តាលឱ្យ,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,24,khmer,បណ្តាលមកពីការ|| នឹងបណ្តាលឱ្យ,បណ្តាលមកពីការ នឹងបណ្តាលឱ្យ,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,25,khmer,បណ្តាលមកពីការ|| នឹងបណ្តាលឱ្យ,បណ្តាលមកពីការ នឹងបណ្តាលឱ្យ,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,26,khmer,បណ្តាលមកពីការ|| នឹងបណ្តាលឱ្យ,បណ្តាលមកពីការ នឹងបណ្តាលឱ្យ,Remove pipe symbols from khmer translation
chinese,86,Cause & Effect,43,khmer,បណ្តាលមកពីការ|| ដូច្នេះបានកំណត់,បណ្តាលមកពីការ ដូច្នេះបានកំណត់,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,8,khmer,| តែ,តែ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,17,khmer,| ដោយមិនគិតពី,ដោយមិនគិតពី,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,26,khmer,| ចុះប្រសិនបើ,ចុះប្រសិនបើ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,27,khmer,| លើកលែងតែវាគឺ,លើកលែងតែវាគឺ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,39,khmer,| ទោះបីជាវាគឺ,ទោះបីជាវាគឺ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,40,khmer,| ទោះបីជាវាគឺ,ទោះបីជាវាគឺ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,41,khmer,| ទោះយ៉ាងណា,ទោះយ៉ាងណា,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,43,khmer,| ទោះយ៉ាងណា,ទោះយ៉ាងណា,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,45,khmer,| ទោះបីជាវាគ្រាន់តែ,ទោះបីជាវាគ្រាន់តែ,Remove pipe symbols from khmer translation
chinese,87,Conditions & Assumptions,46,khmer,| មិនថាមានអ្វីទៀតទេ ?|| មិនថាមានបញ្ហាអ្វីក៏ដោយ,មិនថាមានអ្វីទៀតទេ ? មិនថាមានបញ្ហាអ្វីក៏ដោយ,Remove pipe symbols from khmer translation
chinese,90,Structural Particles,3,khmer,ដី || ទទួលបាន,ដី ទទួលបាន,Remove pipe symbols from khmer translation
chinese,90,Structural Particles,4,khmer,អក្ខរាវិរុទ្ធ || ជាមួយ,អក្ខរាវិរុទ្ធ ជាមួយ,Remove pipe symbols from khmer translation
chinese,90,Structural Particles,8,khmer,អក្ខរាវិរុទ្ធ || in,អក្ខរាវិរុទ្ធ in,Remove pipe symbols from khmer translation
chinese,90,Structural Particles,15,khmer,| របស់ខ្ញុំ || ស្រស់ស្អាត,របស់ខ្ញុំ ស្រស់ស្អាត,Remove pipe symbols from khmer translation
chinese,92,Describing Things,15,khmer,| សម្ភារៈ,សម្ភារៈ,Remove pipe symbols from khmer translation
chinese,92,Describing Things,27,khmer,| ប្រភេទនេះ,ប្រភេទនេះ,Remove pipe symbols from khmer translation
chinese,92,Describing Things,36,khmer,| ទំហំសមស្រប,ទំហំសមស្រប,Remove pipe symbols from khmer translation
chinese,92,Describing Things,41,khmer,| ប្រវែងវាស់,ប្រវែងវាស់,Remove pipe symbols from khmer translation
chinese,96,Describing Problems,6,khmer,ការលំបាក || វិបត្តិ,ការលំបាក វិបត្តិ,Remove pipe symbols from khmer translation
chinese,96,Describing Problems,10,khmer,ការពឹងផ្អែកលើការ|| ធ្ងន់ធ្ងរ,ការពឹងផ្អែកលើការ ធ្ងន់ធ្ងរ,Remove pipe symbols from khmer translation
chinese,96,Describing Problems,11,khmer,| បញ្ហា,បញ្ហា,Remove pipe symbols from khmer translation
chinese,96,Describing Problems,21,khmer,ដកឧបសគ្គ || ធ្លាក់ខ្លួនទៅរកបញ្ហា,ដកឧបសគ្គ ធ្លាក់ខ្លួនទៅរកបញ្ហា,Remove pipe symbols from khmer translation
chinese,96,Describing Problems,27,khmer,| ការបរាជ័យរបស់ម៉ាស៊ីន,ការបរាជ័យរបស់ម៉ាស៊ីន,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,9,khmer,| ផែនការ,ផែនការ,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,10,khmer,វិធានការណ៍តបត || ការផ្តល់យោបល់,វិធានការណ៍តបត ការផ្តល់យោបល់,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,21,khmer,| ដើម្បីដោះស្រាយជាមួយ,ដើម្បីដោះស្រាយជាមួយ,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,23,khmer,| ឆ្លើយតបយ៉ាងសកម្ម,ឆ្លើយតបយ៉ាងសកម្ម,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,32,khmer,| ធ្វើផែនការ,ធ្វើផែនការ,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,35,khmer,គិតអំពីវិធានការណ៍តបតវិញ| មានយោបល់,គិតអំពីវិធានការណ៍តបតវិញ មានយោបល់,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,39,khmer,| កែលម្អការងារ,កែលម្អការងារ,Remove pipe symbols from khmer translation
chinese,97,Solutions & Methods,41,khmer,| ដំណើរការបង្កើនប្រសិទ្ធភាព,ដំណើរការបង្កើនប្រសិទ្ធភាព,Remove pipe symbols from khmer translation
chinese,99,Career Development,3,khmer,| ការងារ,ការងារ,Remove pipe symbols from khmer translation
chinese,99,Career Development,8,khmer,ប្រវត្តិរូបសង្ខេប || ការជ្រើសរើស,ប្រវត្តិរូបសង្ខេប ការជ្រើសរើស,Remove pipe symbols from khmer translation
chinese,99,Career Development,15,khmer,| ការលាលែងពីតំណែង,ការលាលែងពីតំណែង,Remove pipe symbols from khmer translation
chinese,99,Career Development,28,khmer,| រៀបចំសម្រាប់ការសំភាសន៍,រៀបចំសម្រាប់ការសំភាសន៍,Remove pipe symbols from khmer translation
chinese,99,Career Development,41,khmer,| ដាក់ពាក្យសុំការកើនឡើងប្រាក់ខែ,ដាក់ពាក្យសុំការកើនឡើងប្រាក់ខែ,Remove pipe symbols from khmer translation
chinese,99,Career Development,45,khmer,| ចង់លាលែងពីតំណែង,ចង់លាលែងពីតំណែង,Remove pipe symbols from khmer translation
chinese,106,Abstract Concepts,24,khmer,អ្នកគិត || ការ|| ជាគោលការណ៍,អ្នកគិត ការ ជាគោលការណ៍,Remove pipe symbols from khmer translation
chinese,106,Abstract Concepts,25,khmer,| គោលការណ៍,គោលការណ៍,Remove pipe symbols from khmer translation
chinese,106,Abstract Concepts,32,khmer,| មានតម្លៃ,មានតម្លៃ,Remove pipe symbols from khmer translation
chinese,107,Success & Achievement,12,khmer,| ការតស៊ូ,ការតស៊ូ,Remove pipe symbols from khmer translation
chinese,107,Success & Achievement,13,khmer,ការខិតខំ || ប្រសិទ្ធិភាព,ការខិតខំ ប្រសិទ្ធិភាព,Remove pipe symbols from khmer translation
chinese,107,Success & Achievement,19,khmer,| អារម្មណ៍នៃសមិទ្ធិផល,អារម្មណ៍នៃសមិទ្ធិផល,Remove pipe symbols from khmer translation
chinese,107,Success & Achievement,37,khmer,| ការខិតខំប្រឹងប្រែង,ការខិតខំប្រឹងប្រែង,Remove pipe symbols from khmer translation
